dataset,model,clean_samples,classes,input_shape,features,hidden_size,num_layers,dropout,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL300,BiGRU + Multi-Pooling Attention V2,2660,300,"(60, 774)",keypoints + velocity + acceleration,384,3,0.35,0.29069047619047617,0.5844474136829376,45,0.29620253164556964,0.46835443037974683,0.5443037974683544,0.2396931216931217,E:\Be_My_Ear\models\ASL\WLASL300\bigru_attention_v2_wlasl300.pt,E:\Be_My_Ear\models\ASL\WLASL300\bigru_attention_v2_wlasl300_history.csv,E:\Be_My_Ear\models\ASL\WLASL300\wlasl300_v2_train_norm_stats.npz
