label_id,gloss,test_samples,top1_accuracy,top3_accuracy,top5_accuracy
166,know,1,0.0,0.0,0.0
167,language,2,1.0,1.0,1.0
168,last,2,0.0,0.5,0.5
169,late,1,1.0,1.0,1.0
170,later,2,0.5,1.0,1.0
171,laugh,2,1.0,1.0,1.0
172,law,1,0.0,0.0,0.0
173,learn,1,1.0,1.0,1.0
174,leave,2,0.0,1.0,1.0
175,letter,2,1.0,1.0,1.0
176,light,1,0.0,0.0,0.0
177,like,2,0.0,0.0,0.0
178,list,1,1.0,1.0,1.0
179,live,1,0.0,1.0,1.0
180,losear,1,1.0,1.0,1.0
181,make,1,0.0,0.0,0.0
182,man,2,0.5,1.0,1.0
183,many,2,0.0,0.5,0.5
184,match,1,0.0,1.0,1.0
185,mean,1,0.0,0.0,1.0
186,meat,1,0.0,1.0,1.0
187,medicine,1,0.0,1.0,1.0
188,meet,1,1.0,1.0,1.0
189,milk,1,0.0,0.0,0.0
190,money,1,0.0,0.0,0.0
191,more,1,0.0,1.0,1.0
192,most,1,1.0,1.0,1.0
193,mother,2,1.0,1.0,1.0
194,movie,1,0.0,0.0,1.0
195,music,1,0.0,0.0,0.0
196,name,1,0.0,0.0,0.0
197,need,1,0.0,0.0,0.0
198,new,1,1.0,1.0,1.0
199,no,2,0.0,0.5,1.0
200,none,1,1.0,1.0,1.0
201,now,1,1.0,1.0,1.0
202,office,1,1.0,1.0,1.0
203,old,1,1.0,1.0,1.0
204,orange,2,0.5,1.0,1.0
205,order,2,0.5,1.0,1.0
206,paint,1,0.0,0.0,0.0
207,pants,1,1.0,1.0,1.0
208,paper,1,0.0,1.0,1.0
209,party,1,0.0,0.0,0.0
210,past,1,0.0,1.0,1.0
211,pencil,1,0.0,0.0,0.0
212,person,1,0.0,0.0,0.0
213,pink,1,1.0,1.0,1.0
214,pizza,2,0.0,0.0,0.0
215,plan,1,0.0,0.0,0.0
216,play,2,0.0,0.5,0.5
217,please,1,1.0,1.0,1.0
218,police,1,1.0,1.0,1.0
219,practice,1,0.0,1.0,1.0
220,president,1,1.0,1.0,1.0
221,problem,1,1.0,1.0,1.0
222,pull,1,1.0,1.0,1.0
223,purple,1,0.0,0.0,0.0
224,rabbit,1,0.0,0.0,0.0
225,read,1,1.0,1.0,1.0
226,red,1,0.0,1.0,1.0
227,remember,1,0.0,0.0,0.0
228,restaurant,1,0.0,0.0,0.0
229,ride,1,0.0,0.0,0.0
230,right,1,0.0,0.0,0.0
231,room,2,0.0,0.5,0.5
232,run,1,0.0,1.0,1.0
233,russia,1,0.0,1.0,1.0
234,salt,1,1.0,1.0,1.0
235,same,1,0.0,0.0,0.0
236,sandwich,2,0.5,0.5,1.0
237,school,1,1.0,1.0,1.0
238,secretary,2,0.0,0.5,0.5
239,share,1,0.0,0.0,0.0
240,shirt,2,0.5,0.5,0.5
241,short,2,0.0,0.0,0.0
242,show,1,0.0,1.0,1.0
243,sick,1,1.0,1.0,1.0
244,sign,1,0.0,1.0,1.0
245,since,1,0.0,0.0,1.0
246,small,1,0.0,0.0,0.0
247,snow,2,0.0,0.0,0.0
248,some,1,0.0,0.0,0.0
249,son,2,1.0,1.0,1.0
250,soon,2,0.0,0.5,0.5
251,south,1,0.0,0.0,0.0
252,stay,1,0.0,0.0,0.0
253,student,1,1.0,1.0,1.0
254,study,2,1.0,1.0,1.0
255,sunday,1,1.0,1.0,1.0
256,table,1,0.0,1.0,1.0
257,take,2,0.0,0.5,0.5
258,tall,2,0.0,0.0,0.5
259,tea,1,0.0,1.0,1.0
260,teach,1,1.0,1.0,1.0
261,teacher,1,1.0,1.0,1.0
262,tell,2,0.0,0.5,0.5
263,test,1,1.0,1.0,1.0
264,thanksgiving,2,1.0,1.0,1.0
265,theory,2,0.5,1.0,1.0
266,thin,2,0.0,0.5,1.0
267,thursday,2,0.0,0.0,0.5
268,time,1,1.0,1.0,1.0
269,tired,1,1.0,1.0,1.0
270,tomato,1,1.0,1.0,1.0
271,trade,2,0.5,1.0,1.0
272,train,1,0.0,0.0,1.0
273,travel,1,0.0,0.0,0.0
274,ugly,1,0.0,0.0,0.0
275,visit,1,1.0,1.0,1.0
276,wait,2,0.5,1.0,1.0
277,walk,2,0.5,0.5,0.5
278,want,1,0.0,1.0,1.0
279,war,1,0.0,0.0,0.0
280,water,1,0.0,1.0,1.0
281,week,1,0.0,1.0,1.0
282,what,2,0.0,0.5,0.5
283,where,1,0.0,1.0,1.0
284,white,2,0.0,1.0,1.0
285,who,2,0.0,0.0,0.0
286,why,2,0.5,1.0,1.0
287,wife,1,1.0,1.0,1.0
288,window,1,0.0,0.0,1.0
289,with,1,0.0,0.0,0.0
290,woman,2,0.5,1.0,1.0
291,work,2,1.0,1.0,1.0
292,write,2,0.0,0.5,1.0
293,wrong,1,0.0,0.0,0.0
294,year,2,0.5,0.5,0.5
295,yellow,1,1.0,1.0,1.0
296,yes,2,0.0,0.0,0.0
297,yesterday,2,0.0,0.5,0.5
298,you,1,0.0,1.0,1.0
299,your,1,0.0,0.0,0.0
