dataset,model,clean_samples,classes,test_samples,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL2000,WLASL2000 Light V2 Fine-tuned From WLASL1000,11980,2000,2104,"(60, 516)",keypoints + velocity,0.12256976864820002,0.42261450390779337,24,0.15874524714828897,0.35076045627376423,0.42870722433460073,0.1168813492063492,E:\Be_My_Ear\models\ASL\WLASL2000\light_v2_finetuned_from_wlasl1000_wlasl2000.pt,E:\Be_My_Ear\models\ASL\WLASL2000\light_v2_finetuned_from_wlasl1000_wlasl2000_history.csv,E:\Be_My_Ear\models\ASL\WLASL2000\wlasl2000_light_v2_finetuned_from_wlasl1000_train_norm_stats.npz
