dataset,model,clean_samples,classes,test_samples,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL2000,WLASL2000 Light V2 From Scratch,11980,2000,2104,"(60, 516)",keypoints + velocity,0.08402438440164797,0.32576335886962543,69,0.11644486692015209,0.2637832699619772,0.3284220532319392,0.08277499999999999,E:\Be_My_Ear\models\ASL\WLASL2000\light_v2_scratch_wlasl2000.pt,E:\Be_My_Ear\models\ASL\WLASL2000\light_v2_scratch_wlasl2000_history.csv,E:\Be_My_Ear\models\ASL\WLASL2000\wlasl2000_light_v2_scratch_train_norm_stats.npz
