dataset,model,clean_samples,classes,test_samples,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,calibrated_temperature,calibrated_test_top1_accuracy,calibrated_test_top3_accuracy,calibrated_test_top5_accuracy,calibrated_test_macro_f1,model_path,history_path,norm_stats_path,temperature_report
WLASL2000,WLASL2000 Light V3 Two-Stage Fine-tuned From WLASL1000,11980,2000,2104,"(60, 516)",keypoints + velocity,0.12566270239289296,0.41211832070168647,29,0.15066539923954372,0.33127376425855515,0.41064638783269963,0.11423928571428571,1.2000000000000002,0.15066539923954372,0.33127376425855515,0.41064638783269963,0.11423928571428571,E:\Be_My_Ear\models\ASL\WLASL2000\light_v3_two_stage_finetuned_from_wlasl1000_wlasl2000.pt,E:\Be_My_Ear\models\ASL\WLASL2000\light_v3_two_stage_finetuned_from_wlasl1000_wlasl2000_history.csv,E:\Be_My_Ear\models\ASL\WLASL2000\wlasl2000_light_v3_two_stage_finetuned_from_wlasl1000_train_norm_stats.npz,E:\Be_My_Ear\reports\phase1_wlasl2000\light_v3_two_stage_finetuned_from_wlasl1000_wlasl2000_temperature_scaling.csv
