dataset,model,clean_samples,classes,test_samples,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL2000,WLASL2000 Small Transformer Encoder,11980,2000,2104,"(60, 516)",keypoints + velocity,0.07405272181429122,0.28571429265396936,49,0.0979087452471483,0.21625475285171103,0.2813688212927757,0.0684952380952381,E:\Be_My_Ear\models\ASL\WLASL2000\small_transformer_wlasl2000.pt,E:\Be_My_Ear\models\ASL\WLASL2000\small_transformer_wlasl2000_history.csv,E:\Be_My_Ear\models\ASL\WLASL2000\wlasl2000_small_transformer_train_norm_stats.npz
