version,model,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,best_val_f1,best_val_top5,source
V1,BiGRU + Temporal Attention,0.2080357142857143,0.3883928571428571,0.4633928571428571,0.1673714285714285,0.1705888888888888,0.4633928571428571,E:\Be_My_Ear\models\ASL\WLASL1000\bigru_attention_wlasl1000_result_summary.csv
Light V2,BiGRU + Attention Light V2,0.24365942028985507,0.43478260869565216,0.5108695652173914,0.1982142857142857,0.19718333333333335,0.5190217391304348,E:\Be_My_Ear\models\ASL\WLASL1000\bigru_attention_light_v2_wlasl1000_result_summary.csv
