dataset,model,clean_samples,classes,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL1000,Small Transformer Encoder,7232,1000,"(60, 516)",keypoints + velocity,0.18870238095238095,0.5,59,0.2210144927536232,0.4003623188405797,0.4891304347826087,0.16663095238095235,E:\Be_My_Ear\models\ASL\WLASL1000\transformer_encoder_wlasl1000.pt,E:\Be_My_Ear\models\ASL\WLASL1000\transformer_encoder_wlasl1000_history.csv,E:\Be_My_Ear\models\ASL\WLASL1000\wlasl1000_transformer_train_norm_stats.npz
