label_id,gloss,test_samples,top1_accuracy,top3_accuracy,top5_accuracy
714,puzzled,1,0.0,0.0,0.0
715,queen,1,1.0,1.0,1.0
716,question,1,0.0,0.0,1.0
717,quick,1,0.0,0.0,0.0
718,quiet,1,0.0,1.0,1.0
719,quit,1,0.0,0.0,0.0
720,rabbit,1,1.0,1.0,1.0
721,raccoon,1,0.0,1.0,1.0
722,radio,1,0.0,0.0,0.0
723,rain,1,0.0,0.0,0.0
724,rainbow,1,0.0,1.0,1.0
725,rake,1,0.0,0.0,0.0
726,rat,1,0.0,0.0,0.0
727,read,1,0.0,0.0,0.0
728,ready,2,1.0,1.0,1.0
729,really,1,0.0,1.0,1.0
730,reason,1,0.0,1.0,1.0
731,red,1,0.0,0.0,0.0
732,rehearse,1,0.0,1.0,1.0
733,reject,1,0.0,0.0,0.0
734,religion,1,0.0,0.0,0.0
735,remember,1,1.0,1.0,1.0
736,remove,1,0.0,0.0,0.0
737,require,1,0.0,1.0,1.0
738,research,1,0.0,0.0,0.0
739,respect,1,0.0,0.0,0.0
740,rest,1,0.0,0.0,0.0
741,restaurant,1,0.0,1.0,1.0
742,retire,1,0.0,1.0,1.0
743,revenge,1,0.0,0.0,1.0
744,review,1,1.0,1.0,1.0
745,rich,1,1.0,1.0,1.0
746,ride,1,1.0,1.0,1.0
747,right,1,0.0,0.0,0.0
748,rise,1,0.0,0.0,0.0
749,river,1,0.0,1.0,1.0
750,roof,1,0.0,0.0,0.0
751,room,2,0.0,0.0,0.0
752,rooster,1,0.0,0.0,0.0
753,rough,1,0.0,0.0,0.0
754,rude,1,0.0,0.0,0.0
755,rule,1,0.0,0.0,1.0
756,run,1,1.0,1.0,1.0
757,russia,1,0.0,0.0,0.0
758,sad,1,1.0,1.0,1.0
759,salad,1,1.0,1.0,1.0
760,salt,1,0.0,0.0,1.0
761,same,1,0.0,0.0,0.0
762,sandwich,2,1.0,1.0,1.0
763,saturday,1,0.0,0.0,0.0
764,save,1,0.0,1.0,1.0
765,say,1,0.0,0.0,0.0
766,scared,1,1.0,1.0,1.0
767,schedule,1,0.0,0.0,0.0
768,school,1,0.0,1.0,1.0
769,science,1,1.0,1.0,1.0
770,scientist,1,0.0,0.0,0.0
771,scissors,1,0.0,0.0,0.0
772,score,2,0.0,0.0,0.0
773,scotland,1,0.0,1.0,1.0
774,screwdriver,1,0.0,0.0,0.0
775,second,1,0.0,0.0,0.0
776,secret,1,0.0,1.0,1.0
777,secretary,2,0.5,0.5,0.5
778,see,1,0.0,0.0,0.0
779,seem,1,0.0,1.0,1.0
780,sell,1,0.0,0.0,0.0
781,senate,1,1.0,1.0,1.0
782,send,1,0.0,0.0,0.0
783,sentence,1,1.0,1.0,1.0
784,separate,1,0.0,1.0,1.0
785,serious,1,0.0,0.0,0.0
786,service,1,0.0,0.0,0.0
787,sew,1,1.0,1.0,1.0
788,shape,1,0.0,0.0,0.0
789,share,1,1.0,1.0,1.0
790,sheep,1,1.0,1.0,1.0
791,shine,1,0.0,0.0,0.0
792,shirt,2,0.0,0.0,0.0
793,shock,1,0.0,0.0,0.0
794,shoes,1,0.0,0.0,0.0
795,shop,1,0.0,0.0,0.0
796,short,2,0.0,0.0,0.5
797,should,1,0.0,0.0,0.0
798,show,1,0.0,1.0,1.0
799,shower,1,0.0,1.0,1.0
800,shrimp,1,0.0,0.0,0.0
801,shy,1,0.0,0.0,0.0
802,sick,1,1.0,1.0,1.0
803,side,1,1.0,1.0,1.0
804,sign,1,0.0,0.0,1.0
805,silent,1,0.0,1.0,1.0
806,silly,2,0.5,0.5,0.5
807,since,1,1.0,1.0,1.0
808,single,1,0.0,0.0,0.0
809,sister,1,0.0,0.0,0.0
810,sit,1,0.0,0.0,0.0
811,situation,1,0.0,1.0,1.0
812,skinny,1,0.0,0.0,0.0
813,skirt,1,0.0,0.0,0.0
814,sky,1,0.0,1.0,1.0
815,slave,1,1.0,1.0,1.0
816,sleep,1,1.0,1.0,1.0
817,slow,1,0.0,0.0,0.0
818,small,1,0.0,0.0,1.0
819,smart,1,0.0,0.0,0.0
820,smile,1,0.0,0.0,0.0
821,snake,1,0.0,0.0,0.0
822,snow,2,0.0,1.0,1.0
823,soap,1,0.0,0.0,0.0
824,soccer,1,0.0,0.0,0.0
825,socks,1,0.0,0.0,1.0
826,soda,1,0.0,0.0,0.0
827,soft,1,0.0,0.0,0.0
828,solid,1,0.0,0.0,0.0
829,some,1,0.0,1.0,1.0
830,sometimes,1,0.0,0.0,0.0
831,son,2,0.5,1.0,1.0
832,soon,2,0.0,0.0,0.0
833,sorry,1,0.0,0.0,0.0
834,sound,1,0.0,0.0,0.0
835,soup,1,0.0,0.0,0.0
836,sour,1,1.0,1.0,1.0
837,south,1,1.0,1.0,1.0
838,spain,1,0.0,0.0,0.0
839,special,1,0.0,0.0,0.0
840,speech,2,0.0,0.0,0.5
841,spider,1,1.0,1.0,1.0
842,spin,1,0.0,0.0,0.0
843,spirit,1,0.0,0.0,0.0
844,spray,1,0.0,0.0,0.0
845,square,1,0.0,1.0,1.0
846,squirrel,1,0.0,1.0,1.0
847,staff,1,0.0,0.0,1.0
848,stairs,1,1.0,1.0,1.0
849,stand,1,0.0,0.0,0.0
850,star,1,1.0,1.0,1.0
851,stare,1,0.0,0.0,0.0
852,start,1,0.0,0.0,0.0
853,stay,1,0.0,0.0,1.0
854,steal,1,0.0,0.0,1.0
855,stink,1,0.0,0.0,0.0
856,stomach,1,1.0,1.0,1.0
857,stop,1,0.0,0.0,0.0
858,store,1,0.0,0.0,0.0
859,story,1,0.0,1.0,1.0
860,straight,1,0.0,0.0,0.0
861,strange,1,1.0,1.0,1.0
862,straw,1,0.0,0.0,0.0
863,street,1,0.0,0.0,0.0
864,stress,1,0.0,0.0,1.0
865,strict,1,0.0,0.0,0.0
866,strong,1,0.0,0.0,0.0
867,structure,1,1.0,1.0,1.0
868,struggle,1,1.0,1.0,1.0
869,stubborn,1,0.0,0.0,0.0
870,student,1,0.0,0.0,0.0
871,study,2,0.0,0.0,0.0
872,stupid,1,1.0,1.0,1.0
873,sugar,1,1.0,1.0,1.0
874,suggest,1,0.0,1.0,1.0
875,summer,1,0.0,0.0,0.0
876,summon,1,0.0,0.0,0.0
877,sunday,1,1.0,1.0,1.0
878,sunrise,1,0.0,1.0,1.0
879,sunset,1,1.0,1.0,1.0
880,surgery,1,0.0,0.0,0.0
881,suspect,1,0.0,0.0,0.0
882,swallow,1,0.0,0.0,0.0
883,sweet,2,0.0,0.5,0.5
884,sweetheart,1,0.0,0.0,0.0
885,table,1,0.0,0.0,1.0
886,take,2,0.0,0.0,0.0
887,talk,1,1.0,1.0,1.0
888,tall,2,0.0,0.0,0.0
889,tea,1,0.0,1.0,1.0
890,teach,1,1.0,1.0,1.0
891,teacher,1,0.0,0.0,0.0
892,tease,1,0.0,0.0,1.0
893,television,1,0.0,0.0,0.0
894,tell,2,0.0,0.0,0.5
895,temperature,1,0.0,0.0,1.0
896,tent,1,1.0,1.0,1.0
897,test,1,1.0,1.0,1.0
898,thank you,1,0.0,1.0,1.0
899,thanksgiving,2,0.0,0.0,0.0
900,that,1,0.0,0.0,0.0
901,themselves,1,0.0,1.0,1.0
902,theory,2,0.0,0.0,0.0
903,therapy,1,0.0,0.0,0.0
904,there,1,0.0,0.0,0.0
905,thin,2,0.0,1.0,1.0
906,think,1,0.0,1.0,1.0
907,thirsty,1,0.0,0.0,0.0
908,throw,1,0.0,0.0,0.0
909,thursday,2,0.0,0.0,0.0
910,ticket,1,0.0,0.0,0.0
911,tiger,1,1.0,1.0,1.0
912,time,1,0.0,0.0,0.0
913,tired,1,1.0,1.0,1.0
914,to,1,0.0,0.0,0.0
915,toast,2,0.0,0.5,0.5
916,today,1,0.0,1.0,1.0
917,together,1,0.0,1.0,1.0
918,toilet,1,0.0,0.0,0.0
919,tomato,1,1.0,1.0,1.0
920,tomorrow,1,0.0,0.0,0.0
921,top,1,0.0,0.0,0.0
922,town,1,1.0,1.0,1.0
923,trade,2,0.0,0.5,0.5
924,traffic,1,1.0,1.0,1.0
925,train,1,1.0,1.0,1.0
926,transfer,1,0.0,0.0,0.0
927,translate,1,1.0,1.0,1.0
928,travel,1,0.0,0.0,0.0
929,tree,1,0.0,0.0,0.0
930,triangle,1,0.0,1.0,1.0
931,truck,1,0.0,0.0,0.0
932,tuesday,1,0.0,0.0,0.0
933,turkey,1,0.0,1.0,1.0
934,turtle,1,0.0,0.0,0.0
935,ugly,1,0.0,0.0,0.0
936,uncle,1,0.0,0.0,0.0
937,understand,1,0.0,1.0,1.0
938,underwear,1,1.0,1.0,1.0
939,university,1,0.0,0.0,1.0
940,until,1,0.0,1.0,1.0
941,up,1,0.0,0.0,0.0
942,upset,1,1.0,1.0,1.0
943,use,1,0.0,0.0,0.0
944,vacation,1,0.0,0.0,0.0
945,violin,1,1.0,1.0,1.0
946,visit,1,0.0,0.0,1.0
947,voice,1,0.0,0.0,0.0
948,volunteer,1,0.0,0.0,0.0
949,vomit,1,0.0,0.0,0.0
950,vote,1,1.0,1.0,1.0
951,wait,2,0.5,1.0,1.0
952,walk,2,0.0,0.5,0.5
953,want,1,0.0,0.0,0.0
954,war,1,0.0,0.0,1.0
955,warm,1,0.0,0.0,0.0
956,warn,1,0.0,0.0,0.0
957,wash,1,0.0,0.0,0.0
958,watch,1,0.0,0.0,0.0
959,water,1,0.0,0.0,1.0
960,weak,1,1.0,1.0,1.0
961,weather,1,0.0,0.0,0.0
962,wedding,1,1.0,1.0,1.0
963,wednesday,1,0.0,0.0,0.0
964,week,1,0.0,0.0,0.0
965,weekend,1,1.0,1.0,1.0
966,west,1,0.0,1.0,1.0
967,wet,1,1.0,1.0,1.0
968,what,2,0.0,0.0,0.0
969,when,1,1.0,1.0,1.0
970,where,1,0.0,0.0,0.0
971,which,1,0.0,0.0,0.0
972,white,2,0.0,0.0,0.0
973,who,2,0.0,0.5,0.5
974,why,2,0.0,0.0,0.0
975,wife,1,1.0,1.0,1.0
976,will,1,0.0,0.0,0.0
977,win,1,0.0,0.0,0.0
978,wind,1,1.0,1.0,1.0
979,window,1,0.0,0.0,0.0
980,wine,1,1.0,1.0,1.0
981,with,1,1.0,1.0,1.0
982,witness,1,0.0,0.0,0.0
983,woman,2,0.0,0.5,1.0
984,wood,1,0.0,0.0,0.0
985,word,1,1.0,1.0,1.0
986,work,2,0.0,1.0,1.0
987,world,1,1.0,1.0,1.0
988,worry,1,0.0,0.0,0.0
989,wow,1,0.0,0.0,0.0
990,write,2,0.0,0.0,0.0
991,wrong,1,1.0,1.0,1.0
992,year,2,0.0,0.5,1.0
993,yellow,1,0.0,0.0,0.0
994,yes,2,0.0,0.0,0.0
995,yesterday,2,0.5,0.5,0.5
996,you,1,0.0,0.0,0.0
997,young,1,0.0,0.0,0.0
998,your,1,1.0,1.0,1.0
999,zero,1,0.0,0.0,0.0
