dataset,model,clean_samples,classes,input_shape,features,best_val_f1,best_val_top5,checkpoint_epoch,test_top1_accuracy,test_top3_accuracy,test_top5_accuracy,test_macro_f1,model_path,history_path,norm_stats_path
WLASL1000,BiGRU + Attention Light V2,7232,1000,"(60, 516)",keypoints + velocity,0.19718333333333335,0.5190217391304348,62,0.24365942028985507,0.43478260869565216,0.5108695652173914,0.1982142857142857,E:\Be_My_Ear\models\ASL\WLASL1000\bigru_attention_light_v2_wlasl1000.pt,E:\Be_My_Ear\models\ASL\WLASL1000\bigru_attention_light_v2_wlasl1000_history.csv,E:\Be_My_Ear\models\ASL\WLASL1000\wlasl1000_light_v2_train_norm_stats.npz
